ParkName,UnitCode,ParkType,Region,State,Year,Month,RecreationVisits,NonRecreationVisits,RecreationHours,NonRecreationHours,ConcessionerLodging,ConcessionerCamping,TentCampers,RVCampers,Backcountry,NonRecreationOvernightStays,MiscellaneousOvernightStays,ParkNameTotal,UnitCodeTotal,ParkTypeTotal,RegionTotal,StateTotal,YearTotal,RecreationVisitsTotal,NonRecreationVisitsTotal,RecreationHoursTotal,NonRecreationHoursTotal,ConcessionerLodgingTotal,ConcessionerCampingTotal,TentCampersTotal,RVCampersTotal,BackcountryTotal,NonRecreationOvernightStaysTotal,MiscellaneousOvernightStaysTotal
Minute Man NHP,MIMA,National Historical Park,Northeast ,MA,2023,4,"108,523",0,"162,785",0,0,0,0,0,0,0,0,Minute Man NHP,MIMA,National Historical Park,Northeast ,MA,2023,"1,001,333",0,"1,502,000",0,0,0,0,0,0,0,0
Minute Man NHP,MIMA,National Historical Park,Northeast ,MA,2023,5,"108,472",0,"162,708",0,0,0,0,0,0,0,0,Minute Man NHP,MIMA,National Historical Park,Northeast ,MA,2023,"1,001,333",0,"1,502,000",0,0,0,0,0,0,0,0
Minute Man NHP,MIMA,National Historical Park,Northeast ,MA,2023,6,"102,699",0,"154,049",0,0,0,0,0,0,0,0,Minute Man NHP,MIMA,National Historical Park,Northeast ,MA,2023,"1,001,333",0,"1,502,000",0,0,0,0,0,0,0,0
Minute Man NHP,MIMA,National Historical Park,Northeast ,MA,2023,7,"107,959",0,"161,939",0,0,0,0,0,0,0,0,Minute Man NHP,MIMA,National Historical Park,Northeast ,MA,2023,"1,001,333",0,"1,502,000",0,0,0,0,0,0,0,0
Minute Man NHP,MIMA,National Historical Park,Northeast ,MA,2023,8,"97,947",0,"146,921",0,0,0,0,0,0,0,0,Minute Man NHP,MIMA,National Historical Park,Northeast ,MA,2023,"1,001,333",0,"1,502,000",0,0,0,0,0,0,0,0
Minute Man NHP,MIMA,National Historical Park,Northeast ,MA,2023,9,"102,425",0,"153,638",0,0,0,0,0,0,0,0,Minute Man NHP,MIMA,National Historical Park,Northeast ,MA,2023,"1,001,333",0,"1,502,000",0,0,0,0,0,0,0,0
Minute Man NHP,MIMA,National Historical Park,Northeast ,MA,2023,10,"122,482",0,"183,723",0,0,0,0,0,0,0,0,Minute Man NHP,MIMA,National Historical Park,Northeast ,MA,2023,"1,001,333",0,"1,502,000",0,0,0,0,0,0,0,0
Minute Man NHP,MIMA,National Historical Park,Northeast ,MA,2023,11,"67,504",0,"101,255",0,0,0,0,0,0,0,0,Minute Man NHP,MIMA,National Historical Park,Northeast ,MA,2023,"1,001,333",0,"1,502,000",0,0,0,0,0,0,0,0
Minute Man NHP,MIMA,National Historical Park,Northeast ,MA,2023,12,"59,670",0,"89,505",0,0,0,0,0,0,0,0,Minute Man NHP,MIMA,National Historical Park,Northeast ,MA,2023,"1,001,333",0,"1,502,000",0,0,0,0,0,0,0,0
Minuteman Missile NHS,MIMI,National Historic Site,Midwest ,SD,2023,1,737,0,531,0,0,0,0,0,0,0,0,Minuteman Missile NHS,MIMI,National Historic Site,Midwest ,SD,2023,"115,769",0,"88,610",0,0,0,0,0,0,0,0
Minuteman Missile NHS,MIMI,National Historic Site,Midwest ,SD,2023,2,604,0,599,0,0,0,0,0,0,0,0,Minuteman Missile NHS,MIMI,National Historic Site,Midwest ,SD,2023,"115,769",0,"88,610",0,0,0,0,0,0,0,0
Minuteman Missile NHS,MIMI,National Historic Site,Midwest ,SD,2023,3,"1,532",0,"1,312",0,0,0,0,0,0,0,0,Minuteman Missile NHS,MIMI,National Historic Site,Midwest ,SD,2023,"115,769",0,"88,610",0,0,0,0,0,0,0,0
Minuteman Missile NHS,MIMI,National Historic Site,Midwest ,SD,2023,4,"3,242",0,"3,467",0,0,0,0,0,0,0,0,Minuteman Missile NHS,MIMI,National Historic Site,Midwest ,SD,2023,"115,769",0,"88,610",0,0,0,0,0,0,0,0
Minuteman Missile NHS,MIMI,National Historic Site,Midwest ,SD,2023,5,"11,610",0,"9,016",0,0,0,0,0,0,0,0,Minuteman Missile NHS,MIMI,National Historic Site,Midwest ,SD,2023,"115,769",0,"88,610",0,0,0,0,0,0,0,0
Minuteman Missile NHS,MIMI,National Historic Site,Midwest ,SD,2023,6,"23,440",0,"17,299",0,0,0,0,0,0,0,0,Minuteman Missile NHS,MIMI,National Historic Site,Midwest ,SD,2023,"115,769",0,"88,610",0,0,0,0,0,0,0,0
Minuteman Missile NHS,MIMI,National Historic Site,Midwest ,SD,2023,7,"27,461",0,"20,264",0,0,0,0,0,0,0,0,Minuteman Missile NHS,MIMI,National Historic Site,Midwest ,SD,2023,"115,769",0,"88,610",0,0,0,0,0,0,0,0
Minuteman Missile NHS,MIMI,National Historic Site,Midwest ,SD,2023,8,"18,329",0,"13,166",0,0,0,0,0,0,0,0,Minuteman Missile NHS,MIMI,National Historic Site,Midwest ,SD,2023,"115,769",0,"88,610",0,0,0,0,0,0,0,0
Minuteman Missile NHS,MIMI,National Historic Site,Midwest ,SD,2023,9,"19,202",0,"14,361",0,0,0,0,0,0,0,0,Minuteman Missile NHS,MIMI,National Historic Site,Midwest ,SD,2023,"115,769",0,"88,610",0,0,0,0,0,0,0,0
Minuteman Missile NHS,MIMI,National Historic Site,Midwest ,SD,2023,10,"6,872",0,"5,926",0,0,0,0,0,0,0,0,Minuteman Missile NHS,MIMI,National Historic Site,Midwest ,SD,2023,"115,769",0,"88,610",0,0,0,0,0,0,0,0
Minuteman Missile NHS,MIMI,National Historic Site,Midwest ,SD,2023,11,"1,662",0,"1,551",0,0,0,0,0,0,0,0,Minuteman Missile NHS,MIMI,National Historic Site,Midwest ,SD,2023,"115,769",0,"88,610",0,0,0,0,0,0,0,0
Minuteman Missile NHS,MIMI,National Historic Site,Midwest ,SD,2023,12,"1,078",0,"1,118",0,0,0,0,0,0,0,0,Minuteman Missile NHS,MIMI,National Historic Site,Midwest ,SD,2023,"115,769",0,"88,610",0,0,0,0,0,0,0,0
Mississippi NRRA,MISS,National River,Midwest ,MN,2023,1,"20,227",0,"32,227",0,0,0,0,0,0,0,0,Mississippi NRRA,MISS,National River,Midwest ,MN,2023,"294,700",0,"453,928",0,0,0,0,0,0,0,0
Mississippi NRRA,MISS,National River,Midwest ,MN,2023,2,"21,411",0,"33,411",0,0,0,0,0,0,0,0,Mississippi NRRA,MISS,National River,Midwest ,MN,2023,"294,700",0,"453,928",0,0,0,0,0,0,0,0
Mississippi NRRA,MISS,National River,Midwest ,MN,2023,3,"28,584",0,"40,584",0,0,0,0,0,0,0,0,Mississippi NRRA,MISS,National River,Midwest ,MN,2023,"294,700",0,"453,928",0,0,0,0,0,0,0,0
Mississippi NRRA,MISS,National River,Midwest ,MN,2023,4,"27,707",0,"39,707",0,0,0,0,0,0,0,0,Mississippi NRRA,MISS,National River,Midwest ,MN,2023,"294,700",0,"453,928",0,0,0,0,0,0,0,0
Mississippi NRRA,MISS,National River,Midwest ,MN,2023,5,"23,536",0,"35,536",0,0,0,0,0,0,0,0,Mississippi NRRA,MISS,National River,Midwest ,MN,2023,"294,700",0,"453,928",0,0,0,0,0,0,0,0
Mississippi NRRA,MISS,National River,Midwest ,MN,2023,6,"30,038",0,"47,038",0,0,0,0,0,0,0,0,Mississippi NRRA,MISS,National River,Midwest ,MN,2023,"294,700",0,"453,928",0,0,0,0,0,0,0,0
Mississippi NRRA,MISS,National River,Midwest ,MN,2023,7,"32,420",0,"49,420",0,0,0,0,0,0,0,0,Mississippi NRRA,MISS,National River,Midwest ,MN,2023,"294,700",0,"453,928",0,0,0,0,0,0,0,0
Mississippi NRRA,MISS,National River,Midwest ,MN,2023,8,"32,117",0,"49,117",0,0,0,0,0,0,0,0,Mississippi NRRA,MISS,National River,Midwest ,MN,2023,"294,700",0,"453,928",0,0,0,0,0,0,0,0
Mississippi NRRA,MISS,National River,Midwest ,MN,2023,9,"19,660",0,"31,660",0,0,0,0,0,0,0,0,Mississippi NRRA,MISS,National River,Midwest ,MN,2023,"294,700",0,"453,928",0,0,0,0,0,0,0,0
Mississippi NRRA,MISS,National River,Midwest ,MN,2023,10,"17,761",0,"29,895",0,0,0,0,0,0,0,0,Mississippi NRRA,MISS,National River,Midwest ,MN,2023,"294,700",0,"453,928",0,0,0,0,0,0,0,0
Mississippi NRRA,MISS,National River,Midwest ,MN,2023,11,"19,431",0,"31,525",0,0,0,0,0,0,0,0,Mississippi NRRA,MISS,National River,Midwest ,MN,2023,"294,700",0,"453,928",0,0,0,0,0,0,0,0
Mississippi NRRA,MISS,National River,Midwest ,MN,2023,12,"21,808",0,"33,808",0,0,0,0,0,0,0,0,Mississippi NRRA,MISS,National River,Midwest ,MN,2023,"294,700",0,"453,928",0,0,0,0,0,0,0,0
Missouri NRR,MNRR,National Wild & Scenic River,Midwest ,SD,2023,1,"3,090",0,"3,090",0,0,0,0,0,0,0,0,Missouri NRR,MNRR,National Wild & Scenic River,Midwest ,SD,2023,"116,189",0,"116,189",0,0,0,0,0,0,0,0
Missouri NRR,MNRR,National Wild & Scenic River,Midwest ,SD,2023,2,"3,372",0,"3,372",0,0,0,0,0,0,0,0,Missouri NRR,MNRR,National Wild & Scenic River,Midwest ,SD,2023,"116,189",0,"116,189",0,0,0,0,0,0,0,0
Missouri NRR,MNRR,National Wild & Scenic River,Midwest ,SD,2023,3,"4,138",0,"4,138",0,0,0,0,0,0,0,0,Missouri NRR,MNRR,National Wild & Scenic River,Midwest ,SD,2023,"116,189",0,"116,189",0,0,0,0,0,0,0,0
Missouri NRR,MNRR,National Wild & Scenic River,Midwest ,SD,2023,4,"10,629",0,"10,629",0,0,0,0,0,0,0,0,Missouri NRR,MNRR,National Wild & Scenic River,Midwest ,SD,2023,"116,189",0,"116,189",0,0,0,0,0,0,0,0
Missouri NRR,MNRR,National Wild & Scenic River,Midwest ,SD,2023,5,"15,853",0,"15,853",0,0,0,0,0,0,0,0,Missouri NRR,MNRR,National Wild & Scenic River,Midwest ,SD,2023,"116,189",0,"116,189",0,0,0,0,0,0,0,0
Missouri NRR,MNRR,National Wild & Scenic River,Midwest ,SD,2023,6,"15,925",0,"15,925",0,0,0,0,0,0,0,0,Missouri NRR,MNRR,National Wild & Scenic River,Midwest ,SD,2023,"116,189",0,"116,189",0,0,0,0,0,0,0,0
Missouri NRR,MNRR,National Wild & Scenic River,Midwest ,SD,2023,7,"16,245",0,"16,245",0,0,0,0,0,0,0,0,Missouri NRR,MNRR,National Wild & Scenic River,Midwest ,SD,2023,"116,189",0,"116,189",0,0,0,0,0,0,0,0
Missouri NRR,MNRR,National Wild & Scenic River,Midwest ,SD,2023,8,"13,352",0,"13,352",0,0,0,0,0,0,0,0,Missouri NRR,MNRR,National Wild & Scenic River,Midwest ,SD,2023,"116,189",0,"116,189",0,0,0,0,0,0,0,0
Missouri NRR,MNRR,National Wild & Scenic River,Midwest ,SD,2023,9,"12,068",0,"12,068",0,0,0,0,0,0,0,0,Missouri NRR,MNRR,National Wild & Scenic River,Midwest ,SD,2023,"116,189",0,"116,189",0,0,0,0,0,0,0,0
Missouri NRR,MNRR,National Wild & Scenic River,Midwest ,SD,2023,10,"10,776",0,"10,776",0,0,0,0,0,0,0,0,Missouri NRR,MNRR,National Wild & Scenic River,Midwest ,SD,2023,"116,189",0,"116,189",0,0,0,0,0,0,0,0
Missouri NRR,MNRR,National Wild & Scenic River,Midwest ,SD,2023,11,"5,692",0,"5,692",0,0,0,0,0,0,0,0,Missouri NRR,MNRR,National Wild & Scenic River,Midwest ,SD,2023,"116,189",0,"116,189",0,0,0,0,0,0,0,0
Missouri NRR,MNRR,National Wild & Scenic River,Midwest ,SD,2023,12,"5,049",0,"5,049",0,0,0,0,0,0,0,0,Missouri NRR,MNRR,National Wild & Scenic River,Midwest ,SD,2023,"116,189",0,"116,189",0,0,0,0,0,0,0,0
Mojave NPRES,MOJA,National Preserve,Pacific West ,CA,2023,1,"136,464",0,"820,548",0,0,0,29,48,0,0,70,Mojave NPRES,MOJA,National Preserve,Pacific West ,CA,2023,"1,178,998",0,"7,107,718",0,0,0,528,"1,031",0,0,"1,252"
Mojave NPRES,MOJA,National Preserve,Pacific West ,CA,2023,2,"110,537",0,"665,729",0,0,0,32,92,0,0,85,Mojave NPRES,MOJA,National Preserve,Pacific West ,CA,2023,"1,178,998",0,"7,107,718",0,0,0,528,"1,031",0,0,"1,252"
Mojave NPRES,MOJA,National Preserve,Pacific West ,CA,2023,3,"100,462",0,"608,026",0,0,0,47,189,0,0,202,Mojave NPRES,MOJA,National Preserve,Pacific West ,CA,2023,"1,178,998",0,"7,107,718",0,0,0,528,"1,031",0,0,"1,252"
Mojave NPRES,MOJA,National Preserve,Pacific West ,CA,2023,4,"199,990",0,"1,205,134",0,0,0,79,143,0,0,211,Mojave NPRES,MOJA,National Preserve,Pacific West ,CA,2023,"1,178,998",0,"7,107,718",0,0,0,528,"1,031",0,0,"1,252"
Mojave NPRES,MOJA,National Preserve,Pacific West ,CA,2023,5,"111,802",0,"675,490",0,0,0,42,72,0,0,276,Mojave NPRES,MOJA,National Preserve,Pacific West ,CA,2023,"1,178,998",0,"7,107,718",0,0,0,528,"1,031",0,0,"1,252"
Mojave NPRES,MOJA,National Preserve,Pacific West ,CA,2023,6,"107,590",0,"647,266",0,0,0,33,39,0,0,72,Mojave NPRES,MOJA,National Preserve,Pacific West ,CA,2023,"1,178,998",0,"7,107,718",0,0,0,528,"1,031",0,0,"1,252"
Mojave NPRES,MOJA,National Preserve,Pacific West ,CA,2023,7,"73,478",0,"440,966",0,0,0,2,6,0,0,0,Mojave NPRES,MOJA,National Preserve,Pacific West ,CA,2023,"1,178,998",0,"7,107,718",0,0,0,528,"1,031",0,0,"1,252"
Mojave NPRES,MOJA,National Preserve,Pacific West ,CA,2023,8,"59,950",0,"359,722",0,0,0,1,1,0,0,0,Mojave NPRES,MOJA,National Preserve,Pacific West ,CA,2023,"1,178,998",0,"7,107,718",0,0,0,528,"1,031",0,0,"1,252"
Mojave NPRES,MOJA,National Preserve,Pacific West ,CA,2023,9,"18,278",0,"109,910",0,0,0,0,4,0,0,16,Mojave NPRES,MOJA,National Preserve,Pacific West ,CA,2023,"1,178,998",0,"7,107,718",0,0,0,528,"1,031",0,0,"1,252"
Mojave NPRES,MOJA,National Preserve,Pacific West ,CA,2023,10,"75,151",0,"456,511",0,0,0,105,177,0,0,185,Mojave NPRES,MOJA,National Preserve,Pacific West ,CA,2023,"1,178,998",0,"7,107,718",0,0,0,528,"1,031",0,0,"1,252"
Mojave NPRES,MOJA,National Preserve,Pacific West ,CA,2023,11,"123,494",0,"746,234",0,0,0,147,217,0,0,75,Mojave NPRES,MOJA,National Preserve,Pacific West ,CA,2023,"1,178,998",0,"7,107,718",0,0,0,528,"1,031",0,0,"1,252"
Mojave NPRES,MOJA,National Preserve,Pacific West ,CA,2023,12,"61,802",0,"372,182",0,0,0,11,43,0,0,60,Mojave NPRES,MOJA,National Preserve,Pacific West ,CA,2023,"1,178,998",0,"7,107,718",0,0,0,528,"1,031",0,0,"1,252"
Monocacy NB,MONO,National Battlefield,National Capital ,MD,2023,1,"7,808",10,"18,517",10,0,0,0,0,0,0,0,Monocacy NB,MONO,National Battlefield,National Capital ,MD,2023,"132,098",90,"288,072",250,0,0,0,0,0,0,0
Monocacy NB,MONO,National Battlefield,National Capital ,MD,2023,2,"6,536",10,"13,413",10,0,0,0,0,0,0,0,Monocacy NB,MONO,National Battlefield,National Capital ,MD,2023,"132,098",90,"288,072",250,0,0,0,0,0,0,0
Monocacy NB,MONO,National Battlefield,National Capital ,MD,2023,3,"9,186",10,"20,055",10,0,0,0,0,0,0,0,Monocacy NB,MONO,National Battlefield,National Capital ,MD,2023,"132,098",90,"288,072",250,0,0,0,0,0,0,0
Monocacy NB,MONO,National Battlefield,National Capital ,MD,2023,4,"12,504",20,"29,118",20,0,0,0,0,0,0,0,Monocacy NB,MONO,National Battlefield,National Capital ,MD,2023,"132,098",90,"288,072",250,0,0,0,0,0,0,0
Monocacy NB,MONO,National Battlefield,National Capital ,MD,2023,5,"13,997",0,"29,478",0,0,0,0,0,0,0,0,Monocacy NB,MONO,National Battlefield,National Capital ,MD,2023,"132,098",90,"288,072",250,0,0,0,0,0,0,0
Monocacy NB,MONO,National Battlefield,National Capital ,MD,2023,6,"13,197",0,"27,886",0,0,0,0,0,0,0,0,Monocacy NB,MONO,National Battlefield,National Capital ,MD,2023,"132,098",90,"288,072",250,0,0,0,0,0,0,0
Monocacy NB,MONO,National Battlefield,National Capital ,MD,2023,7,"14,298",0,"29,863",0,0,0,0,0,0,0,0,Monocacy NB,MONO,National Battlefield,National Capital ,MD,2023,"132,098",90,"288,072",250,0,0,0,0,0,0,0
Monocacy NB,MONO,National Battlefield,National Capital ,MD,2023,8,"13,540",0,"30,256",0,0,0,0,0,0,0,0,Monocacy NB,MONO,National Battlefield,National Capital ,MD,2023,"132,098",90,"288,072",250,0,0,0,0,0,0,0
Monocacy NB,MONO,National Battlefield,National Capital ,MD,2023,9,"11,638",0,"23,908",0,0,0,0,0,0,0,0,Monocacy NB,MONO,National Battlefield,National Capital ,MD,2023,"132,098",90,"288,072",250,0,0,0,0,0,0,0
Monocacy NB,MONO,National Battlefield,National Capital ,MD,2023,10,"13,055",20,"28,201",20,0,0,0,0,0,0,0,Monocacy NB,MONO,National Battlefield,National Capital ,MD,2023,"132,098",90,"288,072",250,0,0,0,0,0,0,0
Monocacy NB,MONO,National Battlefield,National Capital ,MD,2023,11,"9,228",10,"19,848",10,0,0,0,0,0,0,0,Monocacy NB,MONO,National Battlefield,National Capital ,MD,2023,"132,098",90,"288,072",250,0,0,0,0,0,0,0
Monocacy NB,MONO,National Battlefield,National Capital ,MD,2023,12,"7,111",10,"17,529",10,0,0,0,0,0,0,0,Monocacy NB,MONO,National Battlefield,National Capital ,MD,2023,"132,098",90,"288,072",250,0,0,0,0,0,0,0
Montezuma Castle NM,MOCA,National Monument,Intermountain ,AZ,2023,1,"22,790",0,"22,790",0,0,0,0,0,0,0,0,Montezuma Castle NM,MOCA,National Monument,Intermountain ,AZ,2023,"367,239",0,"367,239",0,0,0,0,0,0,0,0
Montezuma Castle NM,MOCA,National Monument,Intermountain ,AZ,2023,2,"26,783",0,"26,783",0,0,0,0,0,0,0,0,Montezuma Castle NM,MOCA,National Monument,Intermountain ,AZ,2023,"367,239",0,"367,239",0,0,0,0,0,0,0,0
Montezuma Castle NM,MOCA,National Monument,Intermountain ,AZ,2023,3,"44,448",0,"44,448",0,0,0,0,0,0,0,0,Montezuma Castle NM,MOCA,National Monument,Intermountain ,AZ,2023,"367,239",0,"367,239",0,0,0,0,0,0,0,0
Montezuma Castle NM,MOCA,National Monument,Intermountain ,AZ,2023,4,"47,495",0,"47,495",0,0,0,0,0,0,0,0,Montezuma Castle NM,MOCA,National Monument,Intermountain ,AZ,2023,"367,239",0,"367,239",0,0,0,0,0,0,0,0
Montezuma Castle NM,MOCA,National Monument,Intermountain ,AZ,2023,5,"35,175",0,"35,175",0,0,0,0,0,0,0,0,Montezuma Castle NM,MOCA,National Monument,Intermountain ,AZ,2023,"367,239",0,"367,239",0,0,0,0,0,0,0,0
Montezuma Castle NM,MOCA,National Monument,Intermountain ,AZ,2023,6,"28,060",0,"28,060",0,0,0,0,0,0,0,0,Montezuma Castle NM,MOCA,National Monument,Intermountain ,AZ,2023,"367,239",0,"367,239",0,0,0,0,0,0,0,0
Montezuma Castle NM,MOCA,National Monument,Intermountain ,AZ,2023,7,"22,621",0,"22,621",0,0,0,0,0,0,0,0,Montezuma Castle NM,MOCA,National Monument,Intermountain ,AZ,2023,"367,239",0,"367,239",0,0,0,0,0,0,0,0
Montezuma Castle NM,MOCA,National Monument,Intermountain ,AZ,2023,8,"17,336",0,"17,336",0,0,0,0,0,0,0,0,Montezuma Castle NM,MOCA,National Monument,Intermountain ,AZ,2023,"367,239",0,"367,239",0,0,0,0,0,0,0,0
Montezuma Castle NM,MOCA,National Monument,Intermountain ,AZ,2023,9,"27,331",0,"27,331",0,0,0,0,0,0,0,0,Montezuma Castle NM,MOCA,National Monument,Intermountain ,AZ,2023,"367,239",0,"367,239",0,0,0,0,0,0,0,0
Montezuma Castle NM,MOCA,National Monument,Intermountain ,AZ,2023,10,"36,900",0,"36,900",0,0,0,0,0,0,0,0,Montezuma Castle NM,MOCA,National Monument,Intermountain ,AZ,2023,"367,239",0,"367,239",0,0,0,0,0,0,0,0
Montezuma Castle NM,MOCA,National Monument,Intermountain ,AZ,2023,11,"31,978",0,"31,978",0,0,0,0,0,0,0,0,Montezuma Castle NM,MOCA,National Monument,Intermountain ,AZ,2023,"367,239",0,"367,239",0,0,0,0,0,0,0,0
Montezuma Castle NM,MOCA,National Monument,Intermountain ,AZ,2023,12,"26,322",0,"26,322",0,0,0,0,0,0,0,0,Montezuma Castle NM,MOCA,National Monument,Intermountain ,AZ,2023,"367,239",0,"367,239",0,0,0,0,0,0,0,0
Moores Creek NB,MOCR,National Battlefield,Southeast ,NC,2023,1,"3,999",0,"2,499",0,0,0,0,0,0,0,0,Moores Creek NB,MOCR,National Battlefield,Southeast ,NC,2023,"55,483",0,"38,655",0,0,0,0,0,221,0,0
Moores Creek NB,MOCR,National Battlefield,Southeast ,NC,2023,2,"7,356",0,"7,406",0,0,0,0,0,156,0,0,Moores Creek NB,MOCR,National Battlefield,Southeast ,NC,2023,"55,483",0,"38,655",0,0,0,0,0,221,0,0
Moores Creek NB,MOCR,National Battlefield,Southeast ,NC,2023,3,"4,533",0,"2,833",0,0,0,0,0,0,0,0,Moores Creek NB,MOCR,National Battlefield,Southeast ,NC,2023,"55,483",0,"38,655",0,0,0,0,0,221,0,0
Moores Creek NB,MOCR,National Battlefield,Southeast ,NC,2023,4,"4,524",0,"2,827",0,0,0,0,0,0,0,0,Moores Creek NB,MOCR,National Battlefield,Southeast ,NC,2023,"55,483",0,"38,655",0,0,0,0,0,221,0,0
Moores Creek NB,MOCR,National Battlefield,Southeast ,NC,2023,5,"4,329",0,"3,245",0,0,0,0,0,30,0,0,Moores Creek NB,MOCR,National Battlefield,Southeast ,NC,2023,"55,483",0,"38,655",0,0,0,0,0,221,0,0
Moores Creek NB,MOCR,National Battlefield,Southeast ,NC,2023,6,"4,679",0,"2,924",0,0,0,0,0,0,0,0,Moores Creek NB,MOCR,National Battlefield,Southeast ,NC,2023,"55,483",0,"38,655",0,0,0,0,0,221,0,0
Moores Creek NB,MOCR,National Battlefield,Southeast ,NC,2023,7,"5,092",0,"3,183",0,0,0,0,0,0,0,0,Moores Creek NB,MOCR,National Battlefield,Southeast ,NC,2023,"55,483",0,"38,655",0,0,0,0,0,221,0,0
Moores Creek NB,MOCR,National Battlefield,Southeast ,NC,2023,8,"4,400",0,"2,750",0,0,0,0,0,0,0,0,Moores Creek NB,MOCR,National Battlefield,Southeast ,NC,2023,"55,483",0,"38,655",0,0,0,0,0,221,0,0
Moores Creek NB,MOCR,National Battlefield,Southeast ,NC,2023,9,"4,202",0,"2,627",0,0,0,0,0,0,0,0,Moores Creek NB,MOCR,National Battlefield,Southeast ,NC,2023,"55,483",0,"38,655",0,0,0,0,0,221,0,0
Moores Creek NB,MOCR,National Battlefield,Southeast ,NC,2023,10,"4,541",0,"2,838",0,0,0,0,0,0,0,0,Moores Creek NB,MOCR,National Battlefield,Southeast ,NC,2023,"55,483",0,"38,655",0,0,0,0,0,221,0,0
Moores Creek NB,MOCR,National Battlefield,Southeast ,NC,2023,11,"4,556",0,"3,478",0,0,0,0,0,35,0,0,Moores Creek NB,MOCR,National Battlefield,Southeast ,NC,2023,"55,483",0,"38,655",0,0,0,0,0,221,0,0
Moores Creek NB,MOCR,National Battlefield,Southeast ,NC,2023,12,"3,272",0,"2,045",0,0,0,0,0,0,0,0,Moores Creek NB,MOCR,National Battlefield,Southeast ,NC,2023,"55,483",0,"38,655",0,0,0,0,0,221,0,0
Morristown NHP,MORR,National Historical Park,Northeast ,NJ,2023,1,"12,745",0,"19,139",0,0,0,0,0,0,0,0,Morristown NHP,MORR,National Historical Park,Northeast ,NJ,2023,"240,144",0,"663,342",0,0,0,0,0,0,0,0
Morristown NHP,MORR,National Historical Park,Northeast ,NJ,2023,2,"13,809",0,"21,389",0,0,0,0,0,0,0,0,Morristown NHP,MORR,National Historical Park,Northeast ,NJ,2023,"240,144",0,"663,342",0,0,0,0,0,0,0,0
Morristown NHP,MORR,National Historical Park,Northeast ,NJ,2023,3,"14,740",0,"23,760",0,0,0,0,0,0,0,0,Morristown NHP,MORR,National Historical Park,Northeast ,NJ,2023,"240,144",0,"663,342",0,0,0,0,0,0,0,0
Morristown NHP,MORR,National Historical Park,Northeast ,NJ,2023,4,"30,483",0,"81,585",0,0,0,0,0,0,0,0,Morristown NHP,MORR,National Historical Park,Northeast ,NJ,2023,"240,144",0,"663,342",0,0,0,0,0,0,0,0
Morristown NHP,MORR,National Historical Park,Northeast ,NJ,2023,5,"20,324",0,"51,178",0,0,0,0,0,0,0,0,Morristown NHP,MORR,National Historical Park,Northeast ,NJ,2023,"240,144",0,"663,342",0,0,0,0,0,0,0,0
Morristown NHP,MORR,National Historical Park,Northeast ,NJ,2023,6,"24,102",0,"83,300",0,0,0,0,0,0,0,0,Morristown NHP,MORR,National Historical Park,Northeast ,NJ,2023,"240,144",0,"663,342",0,0,0,0,0,0,0,0
Morristown NHP,MORR,National Historical Park,Northeast ,NJ,2023,7,"20,682",0,"72,306",0,0,0,0,0,0,0,0,Morristown NHP,MORR,National Historical Park,Northeast ,NJ,2023,"240,144",0,"663,342",0,0,0,0,0,0,0,0
Morristown NHP,MORR,National Historical Park,Northeast ,NJ,2023,8,"29,415",0,"101,304",0,0,0,0,0,0,0,0,Morristown NHP,MORR,National Historical Park,Northeast ,NJ,2023,"240,144",0,"663,342",0,0,0,0,0,0,0,0
Morristown NHP,MORR,National Historical Park,Northeast ,NJ,2023,9,"16,029",0,"55,230",0,0,0,0,0,0,0,0,Morristown NHP,MORR,National Historical Park,Northeast ,NJ,2023,"240,144",0,"663,342",0,0,0,0,0,0,0,0
Morristown NHP,MORR,National Historical Park,Northeast ,NJ,2023,10,"24,340",0,"83,981",0,0,0,0,0,0,0,0,Morristown NHP,MORR,National Historical Park,Northeast ,NJ,2023,"240,144",0,"663,342",0,0,0,0,0,0,0,0
Morristown NHP,MORR,National Historical Park,Northeast ,NJ,2023,11,"17,836",0,"45,354",0,0,0,0,0,0,0,0,Morristown NHP,MORR,National Historical Park,Northeast ,NJ,2023,"240,144",0,"663,342",0,0,0,0,0,0,0,0
Morristown NHP,MORR,National Historical Park,Northeast ,NJ,2023,12,"15,639",0,"24,816",0,0,0,0,0,0,0,0,Morristown NHP,MORR,National Historical Park,Northeast ,NJ,2023,"240,144",0,"663,342",0,0,0,0,0,0,0,0
Mount Rainier NP,MORA,National Park,Pacific West ,WA,2023,1,"19,286",0,"96,432",0,326,0,0,0,262,0,0,Mount Rainier NP,MORA,National Park,Pacific West ,WA,2023,"1,674,294","849,082","21,060,484","849,082","41,808",0,"59,749","29,628","53,949",0,"8,917"
Mount Rainier NP,MORA,National Park,Pacific West ,WA,2023,2,"14,213",0,"71,065",0,351,0,0,0,323,0,0,Mount Rainier NP,MORA,National Park,Pacific West ,WA,2023,"1,674,294","849,082","21,060,484","849,082","41,808",0,"59,749","29,628","53,949",0,"8,917"
Mount Rainier NP,MORA,National Park,Pacific West ,WA,2023,3,"19,105",0,"95,524",0,301,0,0,0,514,0,0,Mount Rainier NP,MORA,National Park,Pacific West ,WA,2023,"1,674,294","849,082","21,060,484","849,082","41,808",0,"59,749","29,628","53,949",0,"8,917"
